390.0,354.0,671.0,4.0
390.0,354.0,510.0,226.0
390.0,354.0,612.0,302.0
390.0,354.0,803.0,359.0
390.0,354.0,765.0,472.0
390.0,354.0,494.0,475.0
390.0,354.0,602.0,711.0
390.0,354.0,358.0,614.0
390.0,354.0,285.0,476.0
390.0,354.0,216.0,408.0
390.0,354.0,93.0,380.0
390.0,354.0,119.0,365.0
390.0,354.0,228.0,241.0
390.0,354.0,357.0,102.0
390.0,354.0,459.0,185.0
640.0,128.0,636.0,401.0
636.0,401.0,716.0,402.0
716.0,402.0,719.0,129.0
719.0,129.0,640.0,128.0
816.0,246.0,819.0,271.0
819.0,271.0,824.0,286.0
824.0,286.0,818.0,303.0
818.0,303.0,817.0,331.0
817.0,331.0,812.0,347.0
812.0,347.0,822.0,423.0
822.0,423.0,829.0,446.0
829.0,446.0,826.0,465.0
826.0,465.0,838.0,535.0
838.0,535.0,827.0,551.0
827.0,551.0,809.0,558.0
809.0,558.0,809.0,571.0
809.0,571.0,821.0,579.0
821.0,579.0,838.0,573.0
838.0,573.0,851.0,551.0
851.0,551.0,861.0,550.0
861.0,550.0,860.0,482.0
860.0,482.0,863.0,458.0
863.0,458.0,857.0,438.0
857.0,438.0,862.0,373.0
862.0,373.0,871.0,398.0
871.0,398.0,871.0,434.0
871.0,434.0,887.0,470.0
878.0,450.0,874.0,468.0
874.0,468.0,882.0,499.0
882.0,499.0,885.0,534.0
885.0,534.0,882.0,557.0
882.0,557.0,892.0,566.0
892.0,566.0,892.0,581.0
892.0,581.0,904.0,589.0
904.0,589.0,920.0,578.0
920.0,578.0,903.0,543.0
903.0,543.0,904.0,516.0
904.0,516.0,913.0,473.0
913.0,473.0,907.0,447.0
907.0,447.0,904.0,421.0
904.0,421.0,914.0,392.0
914.0,392.0,926.0,373.0
926.0,373.0,939.0,296.0
939.0,296.0,933.0,276.0
933.0,276.0,931.0,237.0
931.0,237.0,929.0,219.0
929.0,219.0,911.0,199.0
911.0,199.0,899.0,199.0
899.0,199.0,881.0,183.0
881.0,183.0,882.0,167.0
882.0,167.0,897.0,150.0
897.0,150.0,887.0,125.0
887.0,125.0,868.0,114.0
868.0,114.0,845.0,124.0
845.0,124.0,836.0,142.0
836.0,142.0,844.0,165.0
844.0,165.0,849.0,187.0
849.0,187.0,832.0,198.0
832.0,198.0,815.0,201.0
815.0,201.0,802.0,218.0
802.0,218.0,790.0,227.0
790.0,227.0,788.0,185.0
788.0,185.0,806.0,162.0
806.0,162.0,791.0,161.0
791.0,161.0,788.0,133.0
788.0,133.0,775.0,136.0
775.0,136.0,764.0,151.0
764.0,151.0,767.0,188.0
767.0,188.0,762.0,245.0
762.0,245.0,763.0,260.0
763.0,260.0,787.0,260.0
787.0,260.0,809.0,254.0
809.0,254.0,816.0,246.0
1030.0,159.0,1016.0,171.0
1016.0,171.0,1012.0,195.0
1012.0,195.0,1020.0,215.0
1020.0,215.0,1012.0,234.0
1012.0,234.0,997.0,241.0
997.0,241.0,992.0,292.0
992.0,292.0,986.0,307.0
986.0,307.0,987.0,371.0
987.0,371.0,979.0,385.0
979.0,385.0,997.0,412.0
997.0,412.0,1009.0,455.0
1009.0,455.0,1011.0,468.0
1011.0,468.0,1008.0,473.0
1008.0,473.0,1021.0,544.0
1021.0,544.0,1006.0,568.0
1006.0,568.0,1005.0,583.0
1005.0,583.0,1021.0,583.0
1021.0,583.0,1034.0,560.0
1034.0,560.0,1047.0,557.0
1047.0,557.0,1040.0,536.0
1040.0,536.0,1040.0,465.0
1040.0,465.0,1038.0,455.0
1038.0,455.0,1041.0,383.0
1041.0,383.0,1060.0,437.0
1060.0,437.0,1077.0,478.0
1077.0,478.0,1072.0,487.0
1072.0,487.0,1101.0,544.0
1101.0,544.0,1101.0,567.0
1101.0,567.0,1114.0,576.0
1114.0,576.0,1123.0,591.0
1123.0,591.0,1136.0,596.0
1136.0,596.0,1140.0,571.0
1140.0,571.0,1118.0,546.0
1118.0,546.0,1110.0,487.0
1110.0,487.0,1101.0,471.0
1101.0,471.0,1095.0,399.0
1095.0,399.0,1094.0,367.0
1094.0,367.0,1102.0,326.0
1102.0,326.0,1096.0,251.0
1096.0,251.0,1079.0,230.0
1079.0,230.0,1073.0,183.0
1073.0,183.0,1054.0,153.0
1054.0,153.0,1030.0,159.0
1009.0,254.0,1011.0,264.0
1011.0,264.0,1004.0,273.0
1004.0,273.0,1006.0,284.0
1006.0,284.0,1018.0,289.0
1018.0,289.0,1033.0,282.0
1075.0,256.0,1074.0,264.0
1074.0,264.0,1076.0,275.0
1076.0,275.0,1069.0,284.0
1069.0,284.0,1051.0,285.0
1051.0,285.0,1043.0,276.0
1011.0,345.0,1023.0,364.0
1023.0,364.0,1041.0,383.0
1054.0,360.0,1046.0,369.0
1046.0,369.0,1041.0,383.0
1077.0,284.0,1069.0,304.0
1069.0,304.0,1078.0,325.0
1077.0,284.0,1083.0,304.0
1083.0,304.0,1078.0,325.0
1078.0,325.0,1078.0,362.0
1078.0,362.0,1073.0,375.0
1073.0,375.0,1069.0,391.0
1069.0,391.0,1081.0,410.0
1081.0,410.0,1095.0,399.0
1031.0,332.0,1034.0,331.0
857.0,309.0,860.0,304.0
831.0,320.0,839.0,331.0
839.0,331.0,849.0,352.0
849.0,352.0,862.0,373.0
862.0,373.0,870.0,350.0
870.0,350.0,880.0,341.0
880.0,341.0,892.0,315.0
815.0,221.0,821.0,229.0
821.0,229.0,823.0,245.0
823.0,245.0,855.0,251.0
855.0,251.0,867.0,246.0
867.0,246.0,881.0,252.0
881.0,252.0,905.0,250.0
905.0,250.0,908.0,229.0
844.0,165.0,855.0,183.0
855.0,183.0,864.0,185.0
864.0,185.0,882.0,167.0
1022.0,174.0,1021.0,183.0
1021.0,183.0,1026.0,211.0
1026.0,211.0,1049.0,203.0
1049.0,203.0,1055.0,184.0
1055.0,184.0,1034.0,171.0
1094.0,367.0,1154.0,363.0
914.0,392.0,903.0,373.0
903.0,373.0,914.0,347.0
914.0,347.0,912.0,291.0
912.0,291.0,914.0,244.0
