240.0,287.0,175.0,318.0
240.0,287.0,279.0,306.0
279.0,306.0,288.0,338.0
240.0,287.0,249.0,187.0
249.0,187.0,281.0,124.0
281.0,124.0,244.0,84.0
244.0,84.0,184.0,120.0
184.0,120.0,240.0,287.0
386.0,76.0,436.0,55.0
436.0,55.0,512.0,73.0
512.0,73.0,592.0,51.0
592.0,51.0,678.0,44.0
678.0,44.0,733.0,51.0
733.0,51.0,663.0,73.0
663.0,73.0,663.0,112.0
663.0,112.0,587.0,96.0
587.0,96.0,529.0,105.0
529.0,105.0,512.0,73.0
529.0,105.0,524.0,148.0
524.0,148.0,566.0,181.0
566.0,181.0,634.0,182.0
566.0,181.0,629.0,206.0
663.0,112.0,730.0,143.0
663.0,112.0,715.0,162.0
708.0,258.0,715.0,232.0
715.0,232.0,734.0,214.0
734.0,214.0,736.0,182.0
736.0,182.0,782.0,162.0
782.0,162.0,824.0,102.0
824.0,102.0,821.0,29.0
952.0,80.0,985.0,142.0
985.0,142.0,1082.0,181.0
1082.0,181.0,1201.0,178.0
1201.0,178.0,1240.0,201.0
1240.0,201.0,1234.0,229.0
1234.0,229.0,1092.0,250.0
1006.0,25.0,952.0,80.0
1055.0,52.0,1006.0,25.0
1114.0,100.0,1055.0,52.0
1082.0,181.0,1114.0,100.0
1096.0,374.0,1062.0,319.0
1062.0,319.0,1071.0,270.0
1096.0,374.0,1040.0,333.0
1040.0,333.0,1035.0,294.0
1096.0,374.0,1132.0,350.0
1132.0,350.0,1168.0,378.0
1168.0,378.0,1167.0,432.0
1167.0,432.0,1155.0,448.0
1155.0,448.0,1138.0,461.0
1138.0,461.0,1096.0,374.0
1138.0,461.0,1136.0,530.0
1136.0,530.0,1219.0,514.0
1219.0,514.0,1167.0,432.0
1168.0,378.0,1237.0,353.0
1237.0,353.0,1230.0,331.0
1230.0,331.0,1211.0,321.0
1237.0,353.0,1237.0,379.0
1237.0,379.0,1227.0,402.0
900.0,537.0,844.0,481.0
844.0,481.0,951.0,453.0
951.0,453.0,1038.0,394.0
1038.0,394.0,1077.0,410.0
951.0,453.0,1037.0,496.0
1037.0,496.0,1081.0,485.0
316.0,650.0,342.0,647.0
342.0,647.0,488.0,710.0
488.0,710.0,529.0,690.0
529.0,690.0,583.0,568.0
583.0,568.0,639.0,586.0
639.0,586.0,656.0,551.0
656.0,551.0,703.0,571.0
703.0,571.0,733.0,525.0
733.0,525.0,720.0,453.0
720.0,453.0,775.0,413.0
775.0,413.0,828.0,425.0
828.0,425.0,828.0,425.0
828.0,425.0,821.0,447.0
821.0,447.0,794.0,460.0
794.0,460.0,775.0,413.0
480.0,374.0,545.0,374.0
545.0,374.0,650.0,404.0
650.0,404.0,652.0,359.0
652.0,359.0,626.0,332.0
626.0,332.0,548.0,324.0
548.0,324.0,480.0,374.0
548.0,324.0,545.0,374.0
626.0,332.0,639.0,306.0
639.0,306.0,680.0,290.0
680.0,290.0,701.0,304.0
752.0,396.0,774.0,351.0
831.0,403.0,774.0,351.0
774.0,351.0,775.0,318.0
775.0,318.0,805.0,282.0
775.0,318.0,762.0,269.0
354.0,330.0,370.0,244.0
370.0,244.0,443.0,267.0
359.0,293.0,383.0,296.0
84.0,84.0,60.0,131.0
60.0,131.0,79.0,154.0
79.0,154.0,114.0,165.0
114.0,165.0,149.0,145.0
149.0,145.0,154.0,110.0
135.0,493.0,207.0,492.0
207.0,492.0,210.0,547.0
210.0,547.0,310.0,560.0
310.0,560.0,394.0,475.0
394.0,475.0,361.0,427.0
361.0,427.0,284.0,448.0
284.0,448.0,310.0,560.0
284.0,448.0,231.0,429.0
231.0,429.0,146.0,410.0
394.0,475.0,434.0,482.0
434.0,482.0,495.0,430.0
361.0,427.0,356.0,397.0
356.0,397.0,358.0,370.0
592.0,51.0,587.0,96.0
856.0,307.0,872.0,269.0
872.0,269.0,896.0,255.0
930.0,188.0,909.0,233.0
909.0,233.0,896.0,255.0
909.0,233.0,867.0,232.0
872.0,269.0,846.0,265.0
872.0,269.0,909.0,303.0
909.0,303.0,919.0,337.0
909.0,303.0,944.0,304.0
944.0,304.0,999.0,326.0
919.0,337.0,985.0,350.0
909.0,233.0,963.0,257.0
963.0,257.0,1001.0,292.0
963.0,257.0,1006.0,266.0
1006.0,266.0,1034.0,252.0
573.0,253.0,646.0,247.0
646.0,247.0,618.0,228.0
618.0,228.0,573.0,253.0
646.0,247.0,689.0,235.0
416.0,192.0,474.0,173.0
403.0,589.0,438.0,596.0
438.0,596.0,448.0,632.0
448.0,632.0,401.0,643.0
401.0,643.0,403.0,589.0
448.0,632.0,462.0,659.0
933.0,670.0,959.0,664.0
959.0,664.0,1007.0,590.0
1007.0,590.0,1032.0,612.0
1032.0,612.0,1062.0,597.0
1032.0,612.0,988.0,650.0
988.0,650.0,959.0,664.0
988.0,650.0,998.0,684.0
1007.0,590.0,982.0,589.0
982.0,589.0,989.0,548.0
989.0,548.0,982.0,589.0
982.0,589.0,962.0,576.0
962.0,576.0,989.0,548.0
